id,title,authors,link,journal_publication,published_date
39781532,Association between maternal folic acid and/or multivitamin supplementation time and fetal congenital,"Wang J, Zhang S, Sun L, Wang L, Wu Q.",https://pubmed.ncbi.nlm.nih.gov//39781532/,Int J Med Sci, 2025 Jan 1
39825667,Comorbidity patterns and mortality in atrial fibrillation: a latent class analysis of the EURopean study of Older Subjects with Atrial Fibrillation (EUROSAF).,"Ng HS, Woodman R, Veronese N, Pilotto A, Mangoni AA.",https://pubmed.ncbi.nlm.nih.gov//39825667/,Ann Med, 2025 Dec
39275894,Clinical application and immune infiltration landscape of stemness-related genes in,"Yan W, Li Y, Wang G, Huang Y, Xie P.",https://pubmed.ncbi.nlm.nih.gov//39275894/,ESC Heart Fail, 2025 Feb
39901458,Phenomapping the Response of Patients With Ischemic Cardiomyopathy With Reduced Ejection Fraction to Surgical Revascularization.,"Satish T, Hendren NS, Peltz M, Heid CA, Farr M, Bavry A, Girotra S, Kumbhani DJ, Drazner MH, Tang WHW, Grodin JL.",https://pubmed.ncbi.nlm.nih.gov//39901458/,Clin Cardiol, 2025 Feb
39870834,Description of current status of implementation and management of cardiac arrest in China.,"Liu S, Zhu H, Zhang N.",https://pubmed.ncbi.nlm.nih.gov//39870834/,Sci Rep, 2025 Jan 28
39780449,Impact of Standardized,"Guo X, Jing L, Zhai C, Shen L, Hu H.",https://pubmed.ncbi.nlm.nih.gov//39780449/,Clin Cardiol, 2025 Jan
39748248,"Integrating Plasma Metabolomics, Network Pharmacology, and Experimental Validation to Investigate the Action Mechanism of Qiangxin Lishui Prescription in Chronic","Jiang Y, Ji W, Lu Y, Wang Q, Chen L.",https://pubmed.ncbi.nlm.nih.gov//39748248/,Biomed Chromatogr, 2025 Feb
39814476,Initial Decline in Glomerular Filtration Rate With Finerenone in HFmrEF/HFpEF: A Prespecified Analysis of FINEARTS-HF.,"Matsumoto S, Jhund PS, Henderson AD, Bauersachs J, Claggett BL, Desai AS, Brinker M, Schloemer P, Viswanathan P, Mares JW, Scalise A, Lam CSP, Linssen GCM, Kerr Saraiva JF, Senni M, Troughton R, Udell JA, Voors AA, Zannad F, Pitt B, Vaduganathan M, Solomon SD, McMurray JJV.",https://pubmed.ncbi.nlm.nih.gov//39814476/,J Am Coll Cardiol, 2025 Jan 21
39217445,Effects of beta-blockers on quality of life and well-being in patients with myocardial infarction and preserved left ventricular function-a prespecified substudy from REDUCE-AMI.,"Mars K, Humphries S, Leissner P, Jonsson M, Karlström P, Lauermann J, Alfredsson J, Kellerth T, Ravn-Fischer A, Erlinge D, Lindahl B, Yndigegn T, Jernberg T, Held C, Olsson EMG, Hofmann R.",https://pubmed.ncbi.nlm.nih.gov//39217445/,Eur Heart J Cardiovasc Pharmacother, 2025 Jan 11
39375885,Safety and efficacy of up to 60 h of iv istaroxime in pre-cardiogenic shock patients: Design of the SEISMiC trial.,"Biegus J, Mebazaa A, Metra M, Pagnesi M, Chioncel O, Davison B, Filippatos G, Tycińska A, Novosadova M, Gulati G, Barros M, Diaz ML, Guardia C, Zymliński R, Gajewski P, Ponikowski P, Simmons P, Simonson S, Cotter G.",https://pubmed.ncbi.nlm.nih.gov//39375885/,ESC Heart Fail, 2025 Feb
39549982,Chest pain and coronary artery,"Noory N, Westin O, Maurer MS, Fosbøl E, Gustafsson F.",https://pubmed.ncbi.nlm.nih.gov//39549982/,Am Heart J, 2025 Feb
38605599,Paternal peri-conceptional physical activity and the risk of congenital,"Atieh O, Azzi NMJ, Lteif GJ, Atieh NA, Germanos NY, Grandjean V, Yarkiner Z, Saliba Z, Khalife MF, Raad G.",https://pubmed.ncbi.nlm.nih.gov//38605599/,Andrology, 2025 Jan
39805902,Prognostic impact of chronic obstructive pulmonary,"Najafi MS, Jalali A, Karimi Z, Dashtkoohi M, Moradi K, Ghavami M, Davoodi S, Ahmadi Tafti SH, Aliannejad R.",https://pubmed.ncbi.nlm.nih.gov//39805902/,Sci Rep, 2025 Jan 13
39935311,Alteration in Cortical Structure Mediating the Impact of Blood Oxygen-Carrying Capacity on Gross Motor Skills in Infants With Complex Congenital,"Wen X, Xue P, Zhu M, Zhong J, Yu W, Ma S, Liu Y, Liu P, Jing B, Yang M, Mo X, Zhang D.",https://pubmed.ncbi.nlm.nih.gov//39935311/,Hum Brain Mapp, 2025 Feb 15
39892959,Dual inhibition of Mst1 and Mst2 exacerbates cardiac dysfunction during pressure overload stress in mice.,"Guan J, Fefelova N, Zhai P, Ikeda Y, Yamamoto T, Mareedu S, Francisco J, Xie LH, Lim DS, Del Re DP.",https://pubmed.ncbi.nlm.nih.gov//39892959/,J Mol Cell Cardiol, 2025 Feb
39297852,Deep Learning Model of Diastolic Dysfunction Risk Stratifies the Progression of Early-Stage Aortic Stenosis.,"Tokodi M, Shah R, Jamthikar A, Craig N, Hamirani Y, Casaclang-Verzosa G, Hahn RT, Dweck MR, Pibarot P, Yanamala N, Sengupta PP.",https://pubmed.ncbi.nlm.nih.gov//39297852/,JACC Cardiovasc Imaging, 2025 Feb
39880477,Simpson-Golabi-Behmel syndrome type 1 in a neonate with central hepatoblastoma.,"Rahiman EA, Bhat V, Kumar N, Mathai SS.",https://pubmed.ncbi.nlm.nih.gov//39880477/,BMJ Case Rep, 2025 Jan 29
39737702,Cardiac Spindle Cell Sarcoma: A Challenging Presentation and Diagnosis of a Rare Malignant Primary Cardiac Tumor.,"Rodríguez-Esparza JD, Sánchez-Toscano JA, Meléndez-Ramírez G, Fritche-Salazar JF, Rodríguez-Zanella H, Posada-Martínez EL, Arias-Godínez JA, Pozas-Rivas MJ, Ortiz-Leon XA.",https://pubmed.ncbi.nlm.nih.gov//39737702/,Echocardiography, 2025 Jan
39788312,Housing temperature influences metabolic phenotype of,"Chaudhary R, Suhan TK, Wu C, Alzamrooni A, Madamanchi N, Abdel-Latif A.",https://pubmed.ncbi.nlm.nih.gov//39788312/,Mol Cell Endocrinol, 2025 Mar 1
39934246,Liraglutide combined with HIIT preserves contractile apparatus and blunts the progression of,"Cai H, Dai C, Liu J, Chen S.",https://pubmed.ncbi.nlm.nih.gov//39934246/,Sci Rep, 2025 Feb 11
39636080,Impact of Boldine Treatment on Hypertrophy and Lipid Peroxidation in the Right Ventricle Subjected to Experimental Adrenergic Overstimulation.,"Fernandes EK, Türck P, Carraro CC, de Mello Palma V, de Lima Rosa G, Coitinho AS, Visioli F, Belló-Klein A, de Castro AL, Araujo ASDR.",https://pubmed.ncbi.nlm.nih.gov//39636080/,J Cardiovasc Pharmacol, 2025 Feb 1
39806375,Echocardiographic phenotypes of diabetic myocardial disorder: evolution over 15 months follow-up in the ARISE-HF trial.,"Marwick TH, Lam C, Liu Y, Del Prato S, Rosenstock J, Butler J, Ezekowitz J, Ibrahim NE, Tang WHW, Zannad F, Perfetti R, Januzzi JL.",https://pubmed.ncbi.nlm.nih.gov//39806375/,Cardiovasc Diabetol, 2025 Jan 13
39722253,"Leveraging artificial intelligence for predicting spontaneous closure of perimembranous ventricular septal defect in children: a multicentre, retrospective study in China.","Sun J, Feng T, Wang B, Li F, Han B, Chu M, Gong F, Yi Q, Zhou X, Chen S, Sun X, Sun K.",https://pubmed.ncbi.nlm.nih.gov//39722253/,Lancet Digit Health, 2025 Jan
39775052,"Mineral composition and ratios in aortic valves, serum, and epicardial fat among patients with aortic stenosis undergoing aortic valve replacement.","Poniedziałek B, Perek B, Proch A, Komosa A, Niedzielski P, Buczkowski P, Jemielity M, Rzymski P.",https://pubmed.ncbi.nlm.nih.gov//39775052/,Sci Rep, 2025 Jan 7
39471463,Coronary artery bypass grafting vs. percutaneous coronary intervention in severe ischaemic cardiomyopathy: long-term survival.,"Bloom JE, Vogrin S, Reid CM, Ajani AE, Clark DJ, Freeman M, Hiew C, Brennan A, Dinh D, Williams-Spence J, Dawson LP, Noaman S, Chew DP, Oqueli E, Cox N, McGiffin D, Marasco S, Skillington P, Royse A, Stub D, Kaye DM, Chan W.",https://pubmed.ncbi.nlm.nih.gov//39471463/,Eur Heart J, 2025 Jan 3
39487060,Trends in type 2 diabetes medication use and guideline adherence in Belgian primary care (2019-2023).,"Raat W, Mamouris P, Mathieu C, Goderis G, Vaes B.",https://pubmed.ncbi.nlm.nih.gov//39487060/,Prim Care Diabetes, 2025 Feb
39115798,Clot lysis time and thrombin generation in patients undergoing transcatheter aortic valve implantation.,"Siniarski A, Gąsecka A, Krysińska K, Frydrych M, Nessler J, Gajos G.",https://pubmed.ncbi.nlm.nih.gov//39115798/,J Thromb Thrombolysis, 2025 Jan
39895531,"Sex Differences in Computed Tomography Coronary Stenosis Severity Versus Flow Impairment and Impact on Revascularization, Clinical Events and Health Care Costs: A FORECAST Substudy.","Gabara L, Hinton J, Kira M, Shambrook J, Abbas A, Wilding S, Leipsic JA, Douglas PS, Curzen N.",https://pubmed.ncbi.nlm.nih.gov//39895531/,J Am Heart Assoc, 2025 Feb 4
38213127,Impact of pulmonary hypertension on short-term outcomes in patients undergoing surgical aortic valve replacement for severe aortic valve stenosis.,"Ivanov B, Krasivskyi I, Förster F, Gaisendrees C, Elderia A, Großmann C, Mihaylova M, Djordjevic I, Eghbalzadeh K, Sabashnikov A, Kuhn E, Deppe AC, Rahmanian PB, Mader N, Gerfer S, Wahlers T.",https://pubmed.ncbi.nlm.nih.gov//38213127/,Perfusion, 2025 Jan
39620498,Angio-Seal Vascular Closure Device for Percutaneous Management of Iatrogenic Right Ventricular Perforation During Pericardiocentesis.,"Skalidis I, Rubimbura V, Eeckhout E.",https://pubmed.ncbi.nlm.nih.gov//39620498/,Catheter Cardiovasc Interv, 2025 Feb
39431786,From worries to resilience: a qualitative study of the psychosocial experiences of diverse adolescents and young adults with,"Glenn T, Smith C, Miller VA, Wolfe J, Blume ED, Lumeng J, Schumacher KR, Cousino MK.",https://pubmed.ncbi.nlm.nih.gov//39431786/,Cardiol Young, 2025 Jan
39499120,The Ubiquitin Ligase HERC2 Promotes Ang II-Induced Cardiac Hypertrophy Through Destabilization of MeCP2 to Enhance Lin28a Expression.,"Zhou B, Fu HF, Niu JF, Deng W, Deng FM, Zhou ZD, Zhou W, Xiong Q, Li C.",https://pubmed.ncbi.nlm.nih.gov//39499120/,J Cardiovasc Pharmacol, 2025 Feb 1
39570234,Angiotensin Receptor Neprilysin Inhibition and Cardiovascular Outcomes Across the Kidney Function Spectrum: The PARAGON-HF Trial.,"Mc Causland FR, Vaduganathan M, Claggett B, Gori M, Jhund PS, McGrath MM, Neuen BL, Packer M, Pfeffer MA, Rouleau JL, Senni M, Swedberg K, Zannad F, Zile M, Lefkowitz MP, McMurray JJV, Solomon SD.",https://pubmed.ncbi.nlm.nih.gov//39570234/,JACC Heart Fail, 2025 Jan
39550716,"Finerenone, Serum Potassium, and Clinical Outcomes in","Vardeny O, Vaduganathan M, Claggett BL, Desai AS, Jhund PS, Lam CSP, Senni M, Shah SJ, Voors AA, Zannad F, Pitt B, Matsumoto S, Merkely B, Zieroth S, Yilmaz MB, Lay-Flurrie J, Viswanathan P, Horvat-Broecker A, Scalise A, McMurray JJV, Solomon SD.",https://pubmed.ncbi.nlm.nih.gov//39550716/,JAMA Cardiol, 2025 Jan 1
39719421,Hyperkalemia and the Risks of Adverse Cardiovascular Outcomes in Patients With Chronic Kidney,"Agiro A, Mu F, Cook E, Greatsinger A, Chen J, Zhao A, Louden E, Colman E, Desai P, Chertow GM.",https://pubmed.ncbi.nlm.nih.gov//39719421/,J Am Heart Assoc, 2025 Jan 7
39925978,Associations between physical activity and,"Liu Y, Yuan C, Chen T, Zhou L, Zhu G, Chen Y.",https://pubmed.ncbi.nlm.nih.gov//39925978/,Front Cardiovasc Med, 2025 Jan 24
39760313,Adrenal gland size in fetuses with congenital,"Oberste KM, Willy D, de Santis C, Möllers M, Schmitz R, Oelmeier K.",https://pubmed.ncbi.nlm.nih.gov//39760313/,J Perinat Med, 2025 Jan 7
39152959,An Automated Machine Learning-Based Quantitative Multiparametric Approach for Mitral Regurgitation Severity Grading.,"Sadeghpour A, Jiang Z, Hummel YM, Frost M, Lam CSP, Shah SJ, Lund LH, Stone GW, Swaminathan M, Weissman NJ, Asch FM.",https://pubmed.ncbi.nlm.nih.gov//39152959/,JACC Cardiovasc Imaging, 2025 Jan
39926618,,"Sharma V, Maheshwari V, Kar B.",https://pubmed.ncbi.nlm.nih.gov//39926618/,Methodist Debakey Cardiovasc J, 2025 Feb 5
39820183,Signalling pathways involved in urotensin II induced ventricular myocyte hypertrophy.,"Al Ali HS, Rodrigo GC, Lambert DG.",https://pubmed.ncbi.nlm.nih.gov//39820183/,PLoS One, 2025 Jan 16
39835678,Management of patients with acute myocardial infarction treated between 2019-2022 with 12-month follow-up: Data from comprehensive all-comers administrative database covering a whole population of Poland.,"Tajstra M, Wilczek K, Witkowski A, Wita K, Stępińska J, Wojakowski W, Banasiak W, Cieśla D, Mizia-Stec K, Kalarus Z, Bartuś S, Gil R, Legutko J, Hryniewiecki T, Dobrzycki S, Gierlotka M, Jankowski P, Dudek D, Trzeciak P, Kubica J, Gąsior M.",https://pubmed.ncbi.nlm.nih.gov//39835678/,Kardiol Pol, 2025 Jan 21
39215895,Overcoming diagnostic challenges in constrictive pericarditis: why volume is important?,"Teixeira BL, Albuquerque F, Cardoso I, Ferreira V, Fiarresga A, Cardoso F, Galrinho A, Rosa SA, Thomas B, Ferreira RC.",https://pubmed.ncbi.nlm.nih.gov//39215895/,Int J Cardiovasc Imaging, 2025 Jan
39920549,Targeting Lactic Acid Modification in Ischemic,"Wan T, Liang Y, Wei T, Chen Z, Li Y.",https://pubmed.ncbi.nlm.nih.gov//39920549/,J Cardiovasc Transl Res, 2025 Feb 7
39307625,Gliflozines use in,"Gronda E, Iacoviello M, Arduini A, Benvenuto M, Gabrielli D, Bonomini M, Tavazzi L.",https://pubmed.ncbi.nlm.nih.gov//39307625/,Eur J Intern Med, 2025 Feb
39558482,Pre-Procedural Virtual Reality Guiding Catheter Simulation Navigating Successful Percutaneous Coronary Intervention of a Chronic Total Occlusion of an Anomalous Origin of the Right Coronary Artery.,"Yoshinaga M, Muramatsu T, Higami H, Nasu K.",https://pubmed.ncbi.nlm.nih.gov//39558482/,Catheter Cardiovasc Interv, 2025 Jan
39858609,Expanding the Molecular Spectrum of,"Pasquetti D, Tesolin P, Perino F, Zampieri S, Bobbo M, Caiffa T, Spedicati B, Girotto G.",https://pubmed.ncbi.nlm.nih.gov//39858609/,Genes (Basel), 2025 Jan 8
38648752,The Efficacy of Machine Learning Models for Predicting the Prognosis of,"Xu Z, Hu Y, Shao X, Shi T, Yang J, Wan Q, Liu Y.",https://pubmed.ncbi.nlm.nih.gov//38648752/,Cardiology, 2025
39384585,Aspirin in Children; are There Not Two Sides of the Same Coin?,Schranz D.,https://pubmed.ncbi.nlm.nih.gov//39384585/,Pediatr Cardiol, 2025 Jan
39088002,Caregiving for patients with atrial fibrillation: a systematic review of the scientific literature.,"Bouchard K, Chiarelli A, Dozois S, Reed J, Visintini S, Tulloch H.",https://pubmed.ncbi.nlm.nih.gov//39088002/,Eur J Cardiovasc Nurs, 2025 Jan 30
39550074,Cardiopulmonary Exercise Testing in Research.,"Miller A, Vanderpool RR.",https://pubmed.ncbi.nlm.nih.gov//39550074/,Heart Fail Clin, 2025 Jan
39495607,Risk of Infective Endocarditis in Patients with Spinal Surgical Site Infection and,"Rodrigues S, Gille O, Collinet C, Jouhet V, Griffier R, Damade C, Bride J, Boishardy A, Ternacle J, Issa N, Amelot A, Bouyer B.",https://pubmed.ncbi.nlm.nih.gov//39495607/,Surg Infect (Larchmt), 2025 Feb
39362283,Prognostic Value of Echocardiographic Coupling Metrics in Systemic Sclerosis-Associated Pulmonary Vascular,"Gami A, Jani VP, Mombeini H, Osgueritchian R, Cubero Salazar IM, Kauffman M, Simpson CE, Damico RL, Kolb TM, Shah AA, Mathai SC, Tedford RJ, Hsu S, Hassoun PM, Mukherjee M.",https://pubmed.ncbi.nlm.nih.gov//39362283/,J Am Soc Echocardiogr, 2025 Feb
39878664,Investigating Cardiac Amyloidosis: A Primer for Clinicians.,"Bukhari S, Bashir Z, Shah N, Patel Y, Hulten E.",https://pubmed.ncbi.nlm.nih.gov//39878664/,R I Med J (2013), 2025 Feb 3
38855837,Impact of Functional Mitral Regurgitation on Left Ventricular Strain in Nonischemic Dilated Cardiomyopathy Patients with Type 2 Mellitus Diabetes: A Magnetic Resonance Feature Tracking Study.,"Shen MT, Yang ZG, Guo YK, Shi K, Jiang L, Wang J, Yan WF, Qian WL, Shen LT, Li Y.",https://pubmed.ncbi.nlm.nih.gov//38855837/,J Magn Reson Imaging, 2025 Feb
38427089,"""Fontan Conduit Stent-Angioplasty and Progression of Fontan-Associated Liver","Kavin U, Shahrier A, Bandisode VM, Chowdhury SM, Rhodes JF, Gaydos SS.",https://pubmed.ncbi.nlm.nih.gov//38427089/,Pediatr Cardiol, 2025 Feb
39215506,PRKAG2 -Related Lethal Congenital Glycogen Storage,"White-Brown AM, Richard M, Morency AM, Maedler-Kron C, De Bie I.",https://pubmed.ncbi.nlm.nih.gov//39215506/,Am J Med Genet A, 2025 Jan
39778558,Cardiorenal,"Núñez-Marín G, Santas E.",https://pubmed.ncbi.nlm.nih.gov//39778558/,Cardiorenal Med, 2025
39545914,Lead Longevity in Pediatric and Congenital,"Hong J, Ramwell CB, Lewis AR, Ogueri VN, Choi NH, Algebaly HF, Barber JR, Berul CI, Sherwin ED, Moak JP.",https://pubmed.ncbi.nlm.nih.gov//39545914/,JACC Clin Electrophysiol, 2025 Jan
39755223,"Sudden death in a case of triple-vessel, non-atherosclerotic, diffuse ectasia and aneurysmal dilatations of the coronary arteries: An autopsy report.","Jothee S, Koo ZP, Sheppard MN, Binti Tuan Muda TM.",https://pubmed.ncbi.nlm.nih.gov//39755223/,Cardiovasc Pathol, 2025 Mar-Apr
39809804,Visit-to-visit lipid variability on long-term major adverse cardiovascular events: a prospective multicentre cohort from the CORE-Thailand registry.,"Teekaput C, Thiankhaw K, Wongcharoen W, Prasertwitayakij N, Gunaparn S, Phrommintikul A.",https://pubmed.ncbi.nlm.nih.gov//39809804/,Sci Rep, 2025 Jan 14
38815858,Cardiogenic shock complicating acute myocardial infarction and multivessel,"Choi KH, Lee SY, Park TK, Lee JM, Song YB, Hahn JY, Choi SH, Ahn CM, Yu CW, Park IH, Jang WJ, Kim HJ, Bae JW, Kwon SU, Lee HJ, Lee WS, Jeong JO, Park SD, Kang TS, Gwon HC, Yang JH.",https://pubmed.ncbi.nlm.nih.gov//38815858/,Rev Esp Cardiol (Engl Ed), 2025 Jan
39368660,The prognostic utility of,"Torres A, Yerkan A, Abbasi A, Doukky R.",https://pubmed.ncbi.nlm.nih.gov//39368660/,J Nucl Cardiol, 2025 Jan
38391296,Comparison of different porcine models simulating myocardial cold ischemia of pediatric donor hearts.,"Stukov Y, Bleiweis MS, Wilson L, Peek GJ, March K, Richards EM, Staples ED, Jacobs JP.",https://pubmed.ncbi.nlm.nih.gov//38391296/,Perfusion, 2025 Jan
39882992,Predictive Value of Left Atrial Strain for Thrombotic Events in Hypertrophic Cardiomyopathy without Atrial Fibrillation.,"Pu L, Wang J, Li J, Qi W, Xu Y, Wan K, Kang Y, Zhang Q, Han Y, Chen Y.",https://pubmed.ncbi.nlm.nih.gov//39882992/,Radiol Cardiothorac Imaging, 2025 Feb
39428612,Frequency and Genotype-Dependence of intrinsic chronotropic insufficiency among patients with congenital long QT syndrome.,"Kulkarni VK, Pinsky AM, Bos JM, Neves R, Bains S, Giudicessi JR, Allison TG, Ackerman MJ.",https://pubmed.ncbi.nlm.nih.gov//39428612/,J Cardiovasc Electrophysiol, 2025 Jan
39349282,Clinical profile and management of patients with acute myocardial infarction admitted to cardiac care units: The EYESHOT-2 registry.,"De Luca L, Maggioni AP, Cavallini C, Leonardi S, Lucci D, Sacco A, di Uccio FS, Valente S, Navazio A, Pascale V, Geraci G, Lanni F, Gulizia MM, Colivicchi F, Gabrielli D, Oliva F; EYESHOT-2 Investigators.",https://pubmed.ncbi.nlm.nih.gov//39349282/,Int J Cardiol, 2025 Jan 1
39818963,Mortality Patterns in Pediatric Pulmonary Vein Stenosis: Insights Into Right Ventricular Systolic Pressure Associations.,"Takajo D, Critser PJ, Cash M, Magness M, Hirsch R.",https://pubmed.ncbi.nlm.nih.gov//39818963/,J Am Heart Assoc, 2025 Jan 21
39618073,A Novel Bailout Snare Technique Sparing Recross the Aortic Valve During Transcatheter Aortic Valve Implantation.,"Jiang Z, Yao J, Xi Z, Song G.",https://pubmed.ncbi.nlm.nih.gov//39618073/,Catheter Cardiovasc Interv, 2025 Jan
39154888,Progression of Coronary Artery Calcification and Risk of Clinical Events in CKD: The Chronic Renal Insufficiency Cohort Study.,"Tian L, Jaeger BC, Scialla JJ, Budoff MJ, Mehta RC, Jaar BG, Saab G, Dobre MA, Reilly MP, Rader DJ, Townsend RR, Lash JP, Greenland P, Isakova T, Bundy JD; CRIC Study Investigators.",https://pubmed.ncbi.nlm.nih.gov//39154888/,Am J Kidney Dis, 2025 Jan
39549772,Sex disparities in myocardial infarction related cardiogenic shock.,"Peters EJ, Ten Berg S, Bogerd M, Engström AE, Lagrand WK, Timmermans MJC, Otterspoor LC, Sjauw KD, Verouden NJW, Vlaar APJ, Henriques JPS; PCI Registration Committee of the Netherlands Heart Registration.",https://pubmed.ncbi.nlm.nih.gov//39549772/,Int J Cardiol, 2025 Feb 1
38038752,Using DaSilva Cone Operation to Establish 1.5 or 2 Ventricle Circulation After Initial Single Ventricle Palliation with Starnes Procedure.,"Dobson CP, Christopher AB, Castro-Medina M, Viegas ML, Da Silva JP, Da Silva LDF.",https://pubmed.ncbi.nlm.nih.gov//38038752/,Pediatr Cardiol, 2025 Jan
39786454,Desmoplakin Cardiomyopathy: Role of Inflammation and Potential Role of,"Gasperetti A, Carrick RT, Muller S, Murray B, Adamo L, Bauce B, McNally E, Helms A.",https://pubmed.ncbi.nlm.nih.gov//39786454/,Curr Cardiol Rep, 2025 Jan 9
39425725,Stress CMR Perfusion Imaging in the Medicare-Eligible Population: Insights From the SPINS Study.,"Ge Y, Antiochos P, Bernhard B, Heydari B, Steel K, Bingham S, Mikolich JR, Arai AE, Bandettini WP, Patel AR, Shanbhag SM, Farzaneh-Far A, Heitner JF, Shenoy C, Leung SW, Gonzalez JA, Shah DJ, Raman SV, Ferrari VA, Schulz-Menger J, Stuber M, Simonetti OP, Kwong RY.",https://pubmed.ncbi.nlm.nih.gov//39425725/,JACC Cardiovasc Imaging, 2025 Jan
39127818,Intraoperative zero-heat-flux thermometry overestimates nasopharyngeal temperature by 0.39 C: an observational study in patients undergoing congenital,"Brandes IF, Tirilomis T, Nemeth M, Wieditz J, Bräuer A.",https://pubmed.ncbi.nlm.nih.gov//39127818/,J Clin Monit Comput, 2025 Feb
39545913,Transcriptomic Profiling of Human Myocardium at Sudden Death to Define Vulnerable Substrate for Lethal Arrhythmias.,"Caudal A, Liu Y, Pang PD, Maison DP, Nakasuka K, Feng J, Schwarzer-Sperber HS, Schwarzer R, Moffatt E, Henrich TJ, Padmanabhan A, Connolly AJ, Wu JC, Tseng ZH.",https://pubmed.ncbi.nlm.nih.gov//39545913/,JACC Clin Electrophysiol, 2025 Jan
39914874,Abiotrophia defectiva endocarditis implicated in antineutrophil cytoplasmic antibody-negative glomerulonephritis.,"Santos PW, Lopez YY.",https://pubmed.ncbi.nlm.nih.gov//39914874/,BMJ Case Rep, 2025 Feb 5
39708902,Diuretic management protocol to improve quality and safety in managing acute,"Puthenpura MM, Wilcox J, Keane R, Demirjian S, Auron M, Williams JB, Zak K, Estep JD, Tang WHW.",https://pubmed.ncbi.nlm.nih.gov//39708902/,Int J Cardiol, 2025 Feb 15
39747593,The impact of common and rare genetic variants on bradyarrhythmia development.,"Weng LC, Rämö JT, Jurgens SJ, Khurshid S, Chaffin M, Hall AW, Morrill VN, Wang X, Nauffal V, Sun YV, Beer D, Lee S, Nadkarni GN, Duong T, Wang B, Czuba T, Austin TR, Yoneda ZT, Friedman DJ, Clayton A, Hyman MC, Judy RL, Skanes AC, Orland KM, Treu TM, Oetjens MT, Alonso A, Soliman EZ, Lin H, Lunetta KL, van der Pals J, Issa TZ, Nafissi NA, May HT, Leong-Sit P, Roselli C, Choi SH; FinnGen; Million Veteran Program; Regeneron Genetics Center; Khan HR, Knight S, Karlsson Linnér R, Bezzina CR, Ripatti S, Heckbert SR, Gaziano JM, Loos RJF, Psaty BM, Smith JG, Benjamin EJ, Arking DE, Rader DJ, Shah SH, Roden DM, Damrauer SM, Eckhardt LL, Roberts JD, Cutler MJ, Shoemaker MB, Haggerty CM, Cho K, Palotie A, Wilson PWF, Ellinor PT, Lubitz SA.",https://pubmed.ncbi.nlm.nih.gov//39747593/,Nat Genet, 2025 Jan
39798686,Recurrent atrial fibrillation markers post radiofrequency catheter ablation.,"Zhang R, Cai Q, Shao D, Luo Q, Zhang Z.",https://pubmed.ncbi.nlm.nih.gov//39798686/,Clin Chim Acta, 2025 Feb 15
39549261,Natural Language Processing to Adjudicate,"Marti-Castellote PM, Reeder C, Claggett B, Singh P, Lau ES, Khurshid S, Batra P, Lubitz SA, Maddah M, Vardeny O, Lewis EF, Pfeffer M, Jhund P, Desai AS, McMurray JJV, Ellinor PT, Ho JE, Solomon SD, Cunningham JW.",https://pubmed.ncbi.nlm.nih.gov//39549261/,Circ Heart Fail, 2025 Jan
39931238,"Protein-bound uremic toxins as therapeutic targets for cardiovascular, kidney, and metabolic disorders.","Zhang S, Tang S, Liu Y, Xue B, Xie Q, Zhao L, Yuan H.",https://pubmed.ncbi.nlm.nih.gov//39931238/,Front Endocrinol (Lausanne), 2025 Jan 27
39776087,Sacubitril/valsartan in a wide spectrum of,"Rajzer P, Biegus J.",https://pubmed.ncbi.nlm.nih.gov//39776087/,Heart Fail Rev, 2025 Mar
39837585,Triple M overlap syndrome following pembrolizumab treatment: importance of multidisciplinary approach.,"Gómez L, Lozano T, Jovani V, Martínez-Banaclocha N.",https://pubmed.ncbi.nlm.nih.gov//39837585/,BMJ Case Rep, 2025 Jan 20
39708028,Endpoint Selection in Randomized Clinical Trials for Hypertrophic Cardiomyopathy.,"Aimo A, Olivotto I, Todiere G, Barison A, Panichella G, Fiuzat M, Linde C, Lakdawala NK, Desai M, Zannad F, Maron MS.",https://pubmed.ncbi.nlm.nih.gov//39708028/,JACC Heart Fail, 2025 Feb
39853716,Metrnl and Cardiomyopathies: From Molecular Mechanisms to Therapeutic Insights.,"Xu M, Liu X, Lu L, Li Z.",https://pubmed.ncbi.nlm.nih.gov//39853716/,J Cell Mol Med, 2025 Jan
39812202,Tricuspid annular plane systolic excursion/pulmonary arterial systolic pressure ratio as a predictor of outcome in acute,"Antit S, Mrabet A, Fathi M, Fekih R, Boussabeh E, Zakhama L.",https://pubmed.ncbi.nlm.nih.gov//39812202/,Tunis Med, 2025 Jan 5
39478192,Prevention of atherosclerotic cerebro-cardiovascular,Kai H.,https://pubmed.ncbi.nlm.nih.gov//39478192/,Hypertens Res, 2025 Feb
39841294,Echocardiographic Updates in the Assessment of Cardiomyopathy.,"Liu B, Suthar K, Gerula CM.",https://pubmed.ncbi.nlm.nih.gov//39841294/,Curr Cardiol Rep, 2025 Jan 22
39831719,Stellate Ganglion Blockade as Rescue Therapy for Recurrent Torsades de Pointes and as a Bridge to Surgical Sympathectomy in a Pediatric Patient: A Case Report.,"McWhirter R, Holly T, Ayad IA, Moore JP, Biniwale R, Rahman S.",https://pubmed.ncbi.nlm.nih.gov//39831719/,A A Pract, 2025 Jan 20
