id,name,authors,published_date,journal_publication,link,article_type,volume,issue
s12967-025-06122-0,Exploring TNFR1: from discovery to targeted therapy development,"Yingying Li, Ruiwei Ye, Haorui Dai, Jiayi Lin, Yue Cheng, Yonghong Zhou and Yiming Lu",15 January 2025,Journal of Translational Medicine,//translational-medicine.biomedcentral.com/articles/10.1186/s12967-025-06122-0,Review,23,:71
s12912-025-02710-z,Effect of high-quality nursing interventions on the quality of life and cardiac index in acute coronary syndrome patients treated with drug-eluting stents: a randomized trial study,"Zeinab Abdollahifar, Mahdi Karimyar Jahromi, Khatereh Dehghani and Mohammad Ali Montaseri",15 January 2025,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-025-02710-z,Research,24,:51
s12879-025-10456-x,"Factors of progression to severity and death in COVID-19 patients at two health care sites in Bamako, Mali","Abdoulaye Mamadou Traore, Mamadou Karim Toure, Yaya Ibrahim Coulibaly, Modibo Keita, Bakary Diarra, Salif Sanafo, Garan Dabo, Mamoudou Kodio, Bourama Traore, Aminata Diarra, Adama Dicko, Hamar A. Traore, Ousmane Faye and Daouda K. Minta",17 January 2025,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-025-10456-x,Research,25,:77
s13019-024-03199-4,Integrative bioinformatics and machine learning approach unveils potential biomarkers linking coronary atherosclerosis and fatty acid metabolism-associated gene,"Hong Li, Yongyun Xu, Aiting Wang, Chuanxin Zhao, Man Zheng and Chunyan Xiang",17 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03199-4,Research,20,:70
s13018-024-05399-z,Enhanced recovery pathway in adult patients with spinal deformity undergoing open thoracolumbar surgery,"Qingyang Huang, Lang Xiao, Shuaikang Wang, Peng Cui, Di Han, Peng Wang and Shibao Lu",17 January 2025,Journal of Orthopaedic Surgery and Research,//josr-online.biomedcentral.com/articles/10.1186/s13018-024-05399-z,Research,20,:54
s12888-025-06489-w,The factors influencing self-management in patients with depression: a qualitative research from China,"Ying-Li Gao, Lu-Xia Shen, Xiu-Mei Hou, Shu-Ping Si, Huan-Huan Zhu and Zhong-Li Shi",17 January 2025,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-025-06489-w,Research,25,:48
s12888-025-06468-1,Are neurasthenia and depression the same disease entity? An electroencephalography study,"Ge Dang, Lin Zhu, Chongyuan Lian, Silin Zeng, Xue Shi, Zian Pei, Xiaoyong Lan, Jian Qing Shi, Nan Yan, Yi Guo and Xiaolin Su",17 January 2025,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-025-06468-1,Research,25,:44
s12884-024-07127-1,Panic disorder during pregnancy and the first three years after delivery: a systematic review,"F. Gerrik Verhees, Antonia Bendau, Stefanie Unger, Katharina L. Donix, Eva Asselmann and Julia Martini",17 January 2025,BMC Pregnancy and Childbirth,//bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-024-07127-1,Research,25,:36
s12964-025-02031-3,Inflammatory adhesion mediates myocardial segmental necroptosis induced by mixed lineage kinase domain-like protein in acute myocardial infarction,"Lijiang Wei, Naifu Wan, Wentong Zhu, Chenchen Liu, Zeyu Chen, Wuwei Rong, Lujun Zhang, Meifeng Xie, Yueqi Qin, Ting Sun, Qing Jing and Ankang Lyu",17 January 2025,Cell Communication and Signaling,//biosignaling.biomedcentral.com/articles/10.1186/s12964-025-02031-3,Research,23,:32
s13054-025-05259-0,Cardiovascular effects of lactate in healthy adults,"Kristoffer Berg-Hansen, Nigopan Gopalasingam, Mette Glavind Bülow Pedersen, Jakob Tobias Nyvad, Nikolaj Rittig, Esben Søndergaard, Henrik Wiggers, Niels Møller and Roni Nielsen",17 January 2025,Critical Care,//ccforum.biomedcentral.com/articles/10.1186/s13054-025-05259-0,Research,29,:30
s12871-025-02898-2,Outcome and complications in postcardiotomy cardiogenic shock treated with extracorporeal life support – a systematic review and meta-analysis,"Romana Maria Kienlein, Ralf Felix Trauzeddel, Nilufar Akbari, Leonello Avalli, Fausto Biancari, Carlotta Sorini Dini, Sabina Guenther, Christian Hagl, Matthias Heringlake, Jochen Kruppa, Timo Mäkikallio, Raphael Martins, Marc Pineton de Chambrun, Ardawan Julian Rastan, Antonio Rubino, Floris van den Brink…",17 January 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02898-2,Research,25,:29
s13019-024-03188-7,Blood coagulation monitoring of patients with mechanical heart valve visiting Imam,"Nafiseh Montazeri, Sajad Pourmehr, Arash Ziapour and Reza Heidari Moghadam",17 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03188-7,Research,20,:68
s12912-025-02688-8,Fear of progression and quality of life in patients with heart failure: a cross-sectional study on the multiple mediation of psychological distress and resilience,"Cancan Chen, Xiaofei Sun, Yanting Zhang, Henan Xie, Jie Kou and Hongmei Zhang",17 January 2025,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-025-02688-8,Research,24,:60
s12872-025-04481-6,Gender differences in the prognostic impact of uric acid in patients with heart failure and preserved ejection fraction,"Xuefeng Wu, Jianming Li, Zhaoyan Xu and Yingqing Feng",17 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04481-6,Research,25,:29
s12872-024-04468-9,Occurrence of sarcopenia in elderly patients with coronary heart disease and its association with short-term prognosis,"Hongfang Li, Fangfang Ma, Yite Li, Hongying Li and Jiancheng Huang",17 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04468-9,Research,25,:28
s13098-025-01590-2,Association between weight-adjusted-waist index and long-term prognostic outcomes in cardiovascular disease patients: results from the NHANES 1999–2018 study,"Hanbin Li, Wen Zhong, Hongxin Cheng, Shiqi Wang, Ran Li, Lu Wang, Chengqi He and Quan Wei",17 January 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01590-2,Research,17,:19
s12937-025-01078-9,Validation of the role of apolipoproteins in coronary artery disease patients with impaired kidney function for prognosis: a prospective cohort study in China,"Zixiang Ye, Enmin Xie, Zhangyu Lin, Chenxi Song, Rui zhang, Haoyu Wang, Yongbao Zhang and Kefei Dou",17 January 2025,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-025-01078-9,Research,24,:11
s43058-024-00692-8,Factors influencing evidence-based cardiovascular disease prevention programming in rural African American communities: a community-engaged concept mapping study,"Amelia DeFosset, Breanna Deutsch-Williams, Mysha Wynn, Katrina Blunt, Scott Rosas, Mary Wolfe McKinley, Brian Ellerby, Shirley McFarlin, Veena Reddy, Giselle Corbie and Gaurav Dave",17 January 2025,Implementation Science Communications,//implementationsciencecomms.biomedcentral.com/articles/10.1186/s43058-024-00692-8,Research,6,:11
s40360-025-00838-x,Potential antihyperlipidemic effects of myrcenol and curzerene in high-fat fed rats,"Sana Tahir, Abdullah Abdo, Aisha Mobashar, Arham Shabbir, Komal Najam, Aisha Ibrahim, Khalid Hussain, Yousef A. Bin Jardan, Samir Ibenmoussa and Youssouf Ali Younous",17 January 2025,BMC Pharmacology and Toxicology,//bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-025-00838-x,Research,26,:9
s40001-024-02264-x,Inferior vena cava diameter in patients with chronic heart failure and chronic kidney disease: a retrospective study,"Jianan Li, Chi Wang, Hui wu Dong, Jing Qi, Chongyou Rao, Qiuyang Li and Kunlun He",15 January 2025,European Journal of Medical Research,//eurjmedres.biomedcentral.com/articles/10.1186/s40001-024-02264-x,Research,30,:30
s12872-024-04459-w,Risk factors for long-term severe tricuspid regurgitation following mitral valve replacement: a retrospective study,"Shan-Shan Li, Ling-Zhi Dou, Bing Han, Bing-Rong Miao, Sen Wang, He Jiang, Yu-Li Zheng, Jian-Ming Li and Hong-Yun Ruan",15 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04459-w,Research,25,:22
s13098-024-01568-6,Triglyceride glucose index–body mass index as a predictor of coronary artery disease severity in patients with H-type hypertension across different glucose metabolic states,"Lian Wang, Zijin Li, Rui Qiu, Li Luo and Xisheng Yan",15 January 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-024-01568-6,Research,17,:15
s13020-025-01062-9,"BMP6, a potential biomarker of inflammatory fibrosis and promising protective factor for dilated cardiomyopathy","Feng Jiang, Jiayang Tang, Xiaoqi Wei, Hai Pan, Xinyi Fan, Peng Zhang and Shuzhen Guo",15 January 2025,Chinese Medicine,//cmjournal.biomedcentral.com/articles/10.1186/s13020-025-01062-9,Research,20,:12
s12985-025-02623-y,Impact of antiviral prophylaxis on EBV viremia and posttransplant lymphoproliferative disorders in solid organ transplant recipients: a systematic review and meta-analysis,"Marjan Moghadamnia, Khadijeh Delroba, Shima Heidari, Zahra Rezaie and Simin Dashti-Khavidaki",15 January 2025,Virology Journal,//virologyj.biomedcentral.com/articles/10.1186/s12985-025-02623-y,Review,22,:11
s12937-025-01072-1,Association of iron deficiency with kidney outcome and all-cause mortality in chronic kidney disease patients without anemia,"Hongxue Yu, Xian Shao, Zhixin Guo, Mingzhen Pang, Shan Chen, Caoxiang She, Lisha Cao, Fan Luo, Ruixuan Chen, Shiyu Zhou, Xin Xu and Sheng Nie",15 January 2025,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-025-01072-1,Research,24,:7
s13073-024-01425-1,A rare haplotype of the ,"Alba Escalera-Balsera, Paula Robles-Bolivar, Alberto M. Parra-Perez, Silvia Murillo-Cuesta, Han Chow Chua, Lourdes Rodríguez-de la Rosa, Julio Contreras, Ewa Domarecka, Juan Carlos Amor-Dorado, Andrés Soto-Varela, Isabel Varela-Nieto, Agnieszka J. Szczepek, Alvaro Gallego-Martinez and Jose A. Lopez-Escamez",15 January 2025,Genome Medicine,//genomemedicine.biomedcentral.com/articles/10.1186/s13073-024-01425-1,Research,17,:4
s40959-024-00294-2,Cardiovascular safety of 5-fluorouracil and capecitabine in colorectal cancer patients: real-world evidence,"Chun-Ka Wong, Isaac Ho, Ali Choo, Rachel Lau, Ting-Fung Ma, Alston Conrad Ho-On Chiu, Tsun-Ho Lam, Minqing Lin, Ricky Wang-Hei Leung, Frankie Chor-Cheung Tam, Dominic Chi Chung Foo and Hung-Fat Tse",15 January 2025,Cardio-Oncology,//cardiooncologyjournal.biomedcentral.com/articles/10.1186/s40959-024-00294-2,Research,11,:3
s12905-025-03548-y,Association between physical activity and cognitive function in post-menopausal women with high parity: the chain-mediating effects of nutritional status and depression,"Xiaotong Chen, Kai Wei, Shanshan Peng, Na Liu, Leqi He, Biying Wu, Meifang Shi and Yong Lin",17 January 2025,BMC Women's Health,//bmcwomenshealth.biomedcentral.com/articles/10.1186/s12905-025-03548-y,Research,25,:27
s12890-025-03488-1,The incremental value of aspartate aminotransferase/alanine aminotransferase ratio combined with CURB-65 in predicting treatment outcomes in hospitalized adult community-acquired pneumonia patients with type 2 diabetes mellitus,"Huamei Zhou, Xuelei Zhu, Yi Zhang, Wenjuan Xu and Shiqun Li",17 January 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03488-1,Research,25,:26
s12245-025-00814-6,A case of stroke as a unique sign of subclinical infective endocarditis by ,"Silvia Puxeddu, Valeria Virdis, Daniele Sacco, Mario Depau, Alessandro M. Atzei, Lorella Pisano, Marcello Di Rosa, Stefania Vacquer, Giorgio Accardi, Emiliano M. Cirio, Aldo Manzin, Cristiana Marinelli and Fabrizio Angius",17 January 2025,International Journal of Emergency Medicine,//intjem.biomedcentral.com/articles/10.1186/s12245-025-00814-6,Brief Report,18,:17
s12906-025-04744-x,Determining the required data elements to develop the information management system for Iranian traditional medicine,"Razieh Mirzaeian, Abdolghader Bahraini and Hadi Kazemi-Arpanahi",17 January 2025,BMC Complementary Medicine and Therapies,//bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/s12906-025-04744-x,Research,25,:13
s40360-025-00841-2,Intravenous dexmedetomidine for delirium prevention in elderly patients following orthopedic surgery: a meta-analysis of randomized controlled trials,"Jing Sun, Duo Wang, Yue Zhao, Ying Bai, Shufang Wang, Chang Meng, Guobin Miao and Peng Liu",17 January 2025,BMC Pharmacology and Toxicology,//bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-025-00841-2,Research,26,:8
s11658-025-00685-y,Metabolic pathways of eicosanoids—derivatives of arachidonic acid and their significance in skin,Michał Biernacki and Elżbieta Skrzydlewska,17 January 2025,Cellular & Molecular Biology Letters,//cmbl.biomedcentral.com/articles/10.1186/s11658-025-00685-y,Review,30,:7
s13072-024-00566-2,Tissue-specific roles of ,"Dániel Márton Tóth, Flóra Szeri, Mária Ashaber, Muhyiddeen Muazu, Lóránt Székvölgyi and Tamás Arányi",17 January 2025,Epigenetics & Chromatin,//epigeneticsandchromatin.biomedcentral.com/articles/10.1186/s13072-024-00566-2,Review,18,:5
s12959-024-00674-9,Catheter-directed therapy for pulmonary embolism in pediatrics: a systematic review and meta-analysis,"Basel F. Alqeeq, Dina Essam Abo-elnour, Mohamed Rifai, Luis L. Gamboa, Ibrahim Qattea, Mohammed Hamzah, Khaled M. Al-Farawi, Alaa Ahmed Elshanbary, Ibrahim Kamal and Mohammed Alsabri",17 January 2025,Thrombosis Journal,//thrombosisjournal.biomedcentral.com/articles/10.1186/s12959-024-00674-9,Review,23,:4
s12938-025-01335-2,Portable devices for periodic monitoring of bioelectrical impedance along meridian pathways in healthy individuals,"Yu-Chen Xu, Xiu-Yan Cao, Shuai Liu, Bo Liu, Hao Chen, Min Cheng and Wei-Hua Ye",17 January 2025,BioMedical Engineering OnLine,//biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-025-01335-2,Research,24,:3
s40246-024-00710-9,The interplay of sex and genotype in disease associations: a comprehensive network analysis in the UK Biobank,"Vivek Sriram, Jakob Woerner, Yong-Yeol Ahn and Dokyoon Kim",17 January 2025,Human Genomics,//humgenomics.biomedcentral.com/articles/10.1186/s40246-024-00710-9,Research,19,:4
s12889-025-21365-8,Effectiveness of workplace health promotion programs for industrial workers: a systematic review,"Sasha Javanmardi, Ludwig Rappelt, Sascha Zangenberg, Lars Heinke, Christian Baumgart, Daniel Niederer and Jürgen Freiwald",15 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21365-8,Systematic Review,25,:168
s12889-024-20993-w,Socioeconomic and behavioural factors that contribute to the co-occurrence of risk factors for noncommunicable diseases,Naftal Sakaria and Nelago Indongo,15 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20993-w,Research,25,:165
s12889-025-21379-2,Association between domain-specific physical activity and triglyceride‑glucose (TyG) index among US adults: Evidence from NHANES 2007–2018,Kai Yao,15 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21379-2,Research,25,:159
s12889-025-21396-1,Gender inequalities in prescribing and initiation patterns of guideline-recommended drugs after acute myocardial infarction,"Irene López-Ferreruela, Sara Malo, Blanca Obón-Azuara, María José Rabanaque, Adriana Gamba, Sara Castel-Feced and Isabel Aguilar-Palacio",16 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21396-1,Research,25,:185
s12885-025-13457-w,The efficacy and safety of induction chemotherapy combined with sintilimab followed by concurrent chemoradiotherapy plus sintilimab sequencing maintaining with sintilimab for patients with unresectable locally advanced esophageal squamous cell carcinoma,"Ruifeng Wang, Tianhui Guo, Qi Wang, Wen Gao, Yimiao Yu, Jun Zhang, Wenqian Fu, Haiji Wang and Biyuan Zhang",16 January 2025,BMC Cancer,//bmccancer.biomedcentral.com/articles/10.1186/s12885-025-13457-w,Research,25,:97
s12913-025-12257-z,"Discrete choice modelling of hypertension patients’ preferences for attributes of a public medical facility in Ibadan, Nigeria","Oluwaseun Aramide Otekunrin, Tekiyat Abiola Adebisi, Sururoh Adeniran-Babatunde and Olutosin Ademola Otekunrin",16 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-025-12257-z,Research,25,:92
s12889-025-21422-2,"Kidney failure-related excess mortality during the first three years of the COVID-19 pandemic in the United States: a nation-wide, population-based analysis","Zhenhu Chen, Pingping Jia, Di Xie, Jingyu Xie, Juan Liu, Wangnan Cao, Lefei Han, Jinjun Ran, Shengzhi Sun, Shi Zhao, Yang Ge, Leonardo Martinez, Xin Chen and Peihua Cao",17 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21422-2,Research,25,:210
s12889-025-21364-9,Are psychological attitudes towards vaccination an expression of personality? A cross-sectional study on COVID-19 vaccination in France,"Gaëlle Lièvre, Jonathan Sicsic, Simon Galmiche, Tiffany Charmet, Arnaud Fontanet and Judith Mueller",17 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21364-9,Research,25,:209
s12889-025-21440-0,The association between body roundness index and new-onset hyperuricemia in Chinese population: the Kailuan cohort study,"Xi Cai, Naihui Zhao, Xuemei Yang, Jiajia Ma, Yajing Liang, Yicheng Liao, Ruiyue Liu, Xinran Wen, Shuohua Chen, Guodong Wang, Na Li, Shouling Wu and Liufu Cui",17 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21440-0,Research,25,:205
s12879-024-10424-x,Clinical outcomes of COVID-19 in patients with liver cirrhosis - a propensity-matched analysis from a multicentric Brazilian cohort,"Luanna Silva Monteiro Menezes, Pedro Ferrari Sales da Cunha, Magda Carvalho Pires, Lucas Rocha Valle, Flávia Carvalho Cardoso Costa, Maria Angélica Pires Ferreira, Milton Henriques Guimarães Júnior, Saionara Cristina Francisco, Marcelo Carneiro, Daniel Vitório Silveira, Fernando Graça Aranha, Rafael Lima Rodrigues de Carvalho, Teresa Cristina de Abreu Ferrari and Milena Soriano Marcolino",15 January 2025,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10424-x,Research,25,:68
s12879-024-10428-7,Blood absolute lymphocyte count and trajectory are important in understanding severe COVID-19,"Catharine I. Paules, Jacqueline A. Nordwall, Kathryn Shaw-Saliba, Judith A. Aberg, Edward M. Gardner, Anna L. Goodman, N. Kumarasamy, Shikha Vasudeva, David M. Vock, Crystal M. North, Jens Lundgren and Neil R. Aggarwal",15 January 2025,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10428-7,Research,25,:67
s13019-024-03238-0,"Evidence and perspectives on miRNA, circRNA, and lncRNA in myocardial ischemia-reperfusion injury: a bibliometric study","Xiaowen Bo, Qiuyu Li, Siyuan Chen, Tian Zhou, Ning Yin, Wenpeng Song, Donghui Zhao, Jinghua Liu and Qian Fan",15 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03238-0,Research,20,:66
s13019-024-03257-x,Transcatheter edge to edge compared with surgery in older patients with degenerative mitral valve regurgitation,"Gaspard Suc, Rebecca Hadjedj, Jules Mesnier, Skerdi Haviari, Marylou Para, Gregory Ducrocq, Dominique Himbert, Eric Brochet, My Lien Nguyen, Sophie Provenchere, Marina Urena and Bernard Iung",15 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03257-x,Research,20,:65
s13019-024-03293-7,Ascending aorta dilatation for pulmonary atresia with ventricular septal defect: a report of three adult cases,"Zheng-Jie Zhang, Ming-Kui Zhang, Hui Xue and Li-Xin Fan",15 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03293-7,Case Report,20,:64
s13019-024-03260-2,miRNA-541-5p regulates myocardial ischemia–reperfusion injury by targeting ferroptosis,"ZhiYu Zhao, BoXia Li, DianWei Cheng and YuFang Leng",15 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03260-2,Research,20,:63
s13023-024-03443-z,Liver transplantation for homozygous familial hypercholesterolemia: a retrospective analysis from Chinese experience,"Hao-Su Zhan, Lin Wei, Wei Qu, Zhi-Gui Zeng, Ying Liu, Yu-Le Tan, Jun Wang, Liang Zhang, En-Hui He, Guang-Peng Zhou, Hai-Ming Zhang, Zhi-Jun Zhu and Li-Ying Sun",15 January 2025,Orphanet Journal of Rare Diseases,//ojrd.biomedcentral.com/articles/10.1186/s13023-024-03443-z,Research,20,:26
s12905-024-03540-y,The meaning of trust along the treatment pathway of women with breast cancer: a mixed-methods study among cancer survivors,"Eleonore Baum, Daniela Bernhardsgrütter, Ramona Engst, Carola Maurer, Jessica Ebneter, Adrienne Zenklusen, Barbara Wartlsteiner, Lotti Barandun, Andrea Neher, Antje Koller and Andrea Kobleder",15 January 2025,BMC Women's Health,//bmcwomenshealth.biomedcentral.com/articles/10.1186/s12905-024-03540-y,Research,25,:25
s12890-025-03495-2,A retrospective study on potential drug‒drug interactions in patients with severe asthma receiving biological therapy: a single-center experience,"Mirna Momcilovic, Petra Turcic, Franka Butkovic and Sanja Popovic Grle",15 January 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03495-2,Research,25,:23
s12967-025-06100-6,Increased pro-SFTPB in HDL promotes the pro-inflammatory transition of HDL and represents a sign of poor prognosis in ARDS patients,"Liu Yang, Zhuo Xu, Zhenyan Wang, Fangping Ding, Zhipeng Wu, Xiaoqian Shi, Jing Wang, Yingmin Ma and Jiawei Jin",16 January 2025,Journal of Translational Medicine,//translational-medicine.biomedcentral.com/articles/10.1186/s12967-025-06100-6,Research,23,:75
s12879-025-10492-7,Risk factors for re-hospitalization within 90 days of discharge for severe influenza in children,"Shuo Yang, Sukun Lu, Can Qi, Yinghui Guo and Le Wang",16 January 2025,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-025-10492-7,Research,25,:75
s40359-025-02353-4,"The influence of locus of control, coping strategies and time perspective on post-traumatic growth in survivors with primary breast cancer","Alexandra-Cristina Paunescu, Marina Kvaskoff, Cyrille Delpierre, Lidia Delrieu, Guillemette Jacob, Myriam Pannard and Marie Préau",16 January 2025,BMC Psychology,//bmcpsychology.biomedcentral.com/articles/10.1186/s40359-025-02353-4,Research,13,:42
s12877-024-05590-1,"Retrospective comparison of cortical bone trajectory and pedicle screw in lumbar fusion for patients over 80, including sagittal balance: a single-center study","Giwuk Jang, Seungjun Ryu, Sanghoon Lee, Jeong-yoon Park, Dong-ah Shin and Hoyeol Zhang",16 January 2025,BMC Geriatrics,//bmcgeriatr.biomedcentral.com/articles/10.1186/s12877-024-05590-1,Research,25,:37
s40001-025-02276-1,Mediterranean diet and dementia: MRI marker evidence from meta-analysis,"Xiaojie Wang, Zhiyao Xin, Xiuwen Li, Keying Wu, Wanxin Wang, Lan Guo, Li Wang, Xin Mo, Xinjian Liu, Zhihui Guo, Jing Wang and Ciyong Lu",16 January 2025,European Journal of Medical Research,//eurjmedres.biomedcentral.com/articles/10.1186/s40001-025-02276-1,Review,30,:32
s12964-025-02040-2,"The role of circadian rhythm regulator PERs in oxidative stress, immunity, and cancer development","Baimei Zhao, Eugenie Nepovimova and Qinghua Wu",16 January 2025,Cell Communication and Signaling,//biosignaling.biomedcentral.com/articles/10.1186/s12964-025-02040-2,Review,23,:30
s12882-024-03938-8,Pulse wave parameters as a predictor of the development of post-transplant diabetes mellitus after kidney transplantation,"Dominika Macakova, Josef Zadrazil, David Karasek, Veronika Kucerova, Katerina Langova and Lubica Cibickova",16 January 2025,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-024-03938-8,Research,26,:27
s12880-025-01552-0,Value of combining lung ultrasound score with oxygenation and functional indices in determining weaning timing for critically ill pediatric patients,"Ximeng Hao, Hongnian Duan, Qiushuang Li, Dan Wang, Xin Yin, Zhiyan Di and Shanshan Du",16 January 2025,BMC Medical Imaging,//bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-025-01552-0,Research,25,:19
s12951-024-03046-7,A ROS-responsive hydrogel encapsulated with matrix metalloproteinase-13 siRNA nanocarriers to attenuate osteoarthritis progression,"Qiuyang Wang, Kai Feng, Guangsheng Wan, Wei Liao, Jing Jin, Peng Wang, Xiaolian Sun, Weijun Wang and Qing Jiang",16 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-024-03046-7,Research,23,:18
s12889-025-21488-y,Mental health literacy of reproductive age women: a qualitative study,"Atefe Safaralinezhad, Minoor Lamyian, Fazlollah Ahmadi and Ali Montazeri",17 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21488-y,Research,25,:204
s12903-025-05457-w,Impact of dental treatments under general anesthesia on oral health-related quality of life in children: a comprehensive meta-analysis,"Nasibe Aycan Yilmaz, Mehmet Emin Arayici and Candan Efeoglu",17 January 2025,BMC Oral Health,//bmcoralhealth.biomedcentral.com/articles/10.1186/s12903-025-05457-w,Research,25,:84
s12967-025-06089-y,KEAP1 mutations as key crucial prognostic biomarkers for resistance to KRAS-G12C inhibitors,"Linyan Tian, Chengming Liu, Sufei Zheng, Huiyang Shi, Fang Wei, Wenxin Jiang, Yucheng Dong, Haiyan Xu, Enzhi Yin, Nan Sun, Jie He and Yan Wang",17 January 2025,Journal of Translational Medicine,//translational-medicine.biomedcentral.com/articles/10.1186/s12967-025-06089-y,Research,23,:82
s12870-025-06094-9,"Agronomic characteristics, mineral nutrient content, antioxidant capacity, biochemical composition, and fatty acid profile of Iranian pistachio ","Ali Khadivi, Mohammadali Nikoogoftar-Sedghi and Yazgan Tunç",17 January 2025,BMC Plant Biology,//bmcplantbiol.biomedcentral.com/articles/10.1186/s12870-025-06094-9,Research,25,:68
s40359-025-02378-9,Investigating the effectiveness of ailurophobia treatment using virtual reality technique compared to metacognitive therapy: a randomized clinical trial,"Alireza Ebrahimi, Farzad Akbarzadeh, Negar Asgharipour, Razie Salehabadi and Malihe Arjamandi",17 January 2025,BMC Psychology,//bmcpsychology.biomedcentral.com/articles/10.1186/s40359-025-02378-9,Research,13,:50
s12884-025-07147-5,Nomogram to predict cumulative live birth rate following in vitro fertilization/intracytoplasmic sperm injection cycles in patients with endometriosis,"Linling Zhu, Tongtong Lin, Xinyun Yang and Dan Zhang",17 January 2025,BMC Pregnancy and Childbirth,//bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-025-07147-5,Research,25,:38
s12882-025-03948-0,Blood pressure control with active ultrafiltration measures and without antihypertensives is essential for survival in hemodiafiltration and hemodialysis programs for patients with CKD: a prospective observational study,"Franklin Geovany Mora-Bravo, Pamela Tatiana Morales Torres, Nelson Rojas Campoverde, Guillermina Lucía Blum Carcelen, Juan Cristobal Santacruz Mancheno, Ángel Cristóbal Santacruz Tipanta, Hector Perez-Grovas and Willan Patricio Robles Abarca",17 January 2025,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-025-03948-0,Research,26,:30
s12917-024-04469-y,Screening for transcriptomic associations with Swine Inflammation and Necrosis Syndrome,"Katharina Gerhards, Sabrina Becker, Josef Kuehling, Mirjam Lechner, Hermann Willems, Robert Ringseis and Gerald Reiner",17 January 2025,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-024-04469-y,Research,21,:26
